gratis	adj:free|adv:free
vindicación	n:vindication
confín	n:limit
magnificación	n:magnification
manifiestamente	adv:manifestly
veneración	n:veneration
giratorio	adj:revolving
insustancial	adj:insubstantial
acomodación	n:accommodation
intemporal	adj:timeless
laminador	n:laminator
donoso	adj:amusing
séneca	n:Seneca
cenital	adj:zenithal
cerramiento	n:closing
cartilla	n:small card or small letter
cincuentena	n:set of fifty
climatización	n:air conditioning
conjuez	n:magistrate
cosmovisión	n:worldview
silbador	n:whistler|adj:whistling
bajá	n:pasha
serreta	n:merganser
porrón	n:beer
subespecie	n:subspecies
socarrás	n:a surname
irreprochable	adj:irreproachable
medianero	n:intermediary
desgano	n:apathy
criptográfico	adj:cryptographic
ociosamente	adv:idly
interminablemente	adv:interminably
indolencia	n:indolence
digresión	n:digression
batiente	n:frame|adj:banging
radiotelefonía	n:radiotelephony
perduración	n:perduration
bajísimo	adj:very low, very short
catulo	n:Catullus
arcaizante	adj:old-fashioned
enumeración	n:list
legajo	n:file
divagación	n:digression
doliente	n:sick man|adj:aching
satánico	adj:satanic
prusia	n:Prussia
mandamiento	n:commandment
cauquenes	n:a department of Chile
portuñol	n:Portuñol
catadura	n:tasting
certeramente	adv:accurately
fonógrafo	n:phonograph
contrición	n:contrition
dictaminar	v:to rule
prusiano	adj:Prussian
incomprensión	n:incomprehension
purificador	n:water filter|adj:purifying
tenazmente	adv:tenaciously
transposición	n:transposition
cerril	adj:rough
chisporroteo	n:spark
interpolación	n:interpolation
ejecutoria	n:final judgement
chotis	n:a schottische
faunístico	adj:faunal
coleóptero	n:coleopteran
lagunilla	n:small lake
chachachá	n:cha-cha
estacio	n:Statius
asquerosamente	adv:disgustingly
delgadez	n:thinness
depreciación	n:depreciation
descosido	adj:unraveled
asociacionismo	n:associativity
autoservicio	n:self-service
barrizal	n:mire
burlonamente	adv:mockingly
crecientemente	adv:increasingly
cuantificable	adj:quantifiable
deducibilidad	n:deductibility
delineación	n:delineation
resetear	v:to reset
pretendidamente	adv:supposedly
prescriptivo	adj:prescriptive
paramilitarismo	n:paramilitarism
paradójicamente	adv:paradoxically
pandemónium	n:pandemonium
normatividad	n:normativity
naciente	n:east|adj:nascent
accionariado	n:group of shareholders
autorreferencial	adj:self-referential
bancarización	n:accessibility of
bullicio	n:racket
cementera	n:cement factory
complementariedad	n:complementarity
contrarreforma	n:counterreform
derretimiento	n:melting
deslocalización	n:offshoring
desafección	n:disaffection
desconocimiento	n:ignorance
desarrollismo	n:developmentalism
desprotección	n:defencelessness
dispensación	n:dispensation
embellecimiento	n:beautifying
ferretero	n:ironmonger|adj:iron
grandilocuencia	n:grandiloquence
iniciarse	v:to initiate
entrometerse	v:to meddle
escabullirse	v:to sneak out
melenudo	n:one with long hair|adj:long-haired
mercantilización	n:commercialization
obcecación	n:stubbornness
peritaje	n:expert opinion
perogrullada	n:truism
preguerra	n:prewar time period
previsor	adj:visionary
profundización	n:deepening
raigambre	n:roots
afrutado	adj:fruity
apeadero	n:halt
apelativo	n:surname|adj:appellative
arquitectónicamente	adv:architecturally
benedictino	n:Benedictine|adj:Benedictine
bodeguero	n:winemaker
asimilable	adj:understandable
bailongo	adj:dance
fórmico	adj:formic
metodológicamente	adv:methodologically
lacónicamente	adv:laconically
irrespetuosamente	adv:disrespectfully
ibídem	adv:ibidem
herméticamente	adv:hermetically
doquiera	adv:everywhere
concomitantemente	adv:concomitantly
obligatoriamente	adv:compulsorily
opcionalmente	adv:optionally
acomodaticio	adj:accommodating
actitudinal	adj:attitudinal
asistencialista	adj:welfare
colaboracionista	n:collaborator
constatable	adj:evident
consumición	n:consumption
emancipación	n:emancipation
espigón	n:breakwater
asombrosamente	adv:shockingly
barroquismo	n:Baroque
caracterización	n:characterization
chelista	n:cellist
constatación	n:checking
cortoplacista	adj:short-sighted
delincuencial	adj:criminal
desestabilizador	adj:destabilizing
desregulación	n:deregulation
dimensionar	v:to gauge
ejemplificar	v:to exemplify
empadronar	v:to register
empadronamiento	n:registration of residency
escenificación	n:dramatization
escenógrafo	n:stage designer
estulticia	n:stupidity
exhumación	n:exhumation
expansionista	n:expansionist
inabarcable	adj:boundless
interdepartamental	adj:interdepartmental
involucración	n:involvement
marginación	n:marginalization
mollete	n:muffin
ordenadamente	adv:orderly
orfandad	n:orphanage
pasional	adj:passionate
preelectoral	adj:preelection
prefabricado	adj:prefabricated
recriminación	n:recrimination
recrudecimiento	n:hardening
viceconsejero	n:deputy minister
teatralidad	n:theatricality
adscripción	n:ascription
agujerito	n:pinhole
alevoso	n:traitor|adj:treacherous
bebedero	n:water fountain
bofetón	n:slap
botonadura	n:buttoning
confeti	n:confetti
cuadratura	n:quadrature
cumplidor	adj:reliable
reutilizable	adj:reusable
remuneración	n:payment
reedición	n:reprint
radicalidad	n:radicalness
pulverización	n:pulverization
protagónico	adj:leading
preferentemente	adv:preferentially
ornamentación	n:ornamentation
orientador	n:school counselor
introspección	n:introspection
interdependencia	n:interdependence
insólitamente	adv:unusually
incomprensiblemente	adv:incomprehensibly
fragmentación	n:fragmentation
esencialismo	n:essentialism
educadamente	adv:politely
discontinuidad	n:discontinuity
asambleario	adj:assembly
prosista	n:prose writer
displicente	adj:disrespectful
gargantilla	n:choker
integrador	adj:integrative
opacar	v:to make opaque
recalificación	n:reassessment
reflotar	v:to refloat
viceministerio	n:viceministry
avituallamiento	n:provisions
autoimpuesto	adj:self-imposed
duendecillo	n:pixie
disquetera	n:floppy diskette drive
abjuración	n:abjuration
especiación	n:speciation
regodearse	v:to be fussy
digitalización	n:digitization/digitisation
funcionalidad	n:functionality
habitabilidad	n:habitability
hilaridad	n:hilarity
hiperactivo	adj:hyperactive
hipóstasis	n:hypostasis
ilustrativo	adj:illustrative
instrumentista	n:instrumentalist
irreductible	adj:irrepressible
aclaratorio	adj:explanatory
financieramente	adv:financially
millonada	n:fortune
tufillo	n:whiff
fotoperiodista	n:photojournalist
redecorar	v:to redecorate
suscriptor	n:executor
mundialista	adj:World Cup
muselina	n:muslin
principito	n:prince
tembloroso	adj:flickering
inhumanidad	n:inhumanity
megaproyecto	n:megaproject
reinterpretación	n:reinterpretation
colisionar	v:to crash into
ludópata	n:a compulsive gambler
nobiliario	adj:noble
paquetería	n:haberdashery
preinscripción	n:preregistration
prorrogable	adj:extendable
refinanciación	n:refinancing
rúbrica	n:signature
vacacional	adj:vacation
retracción	n:retraction
balcanización	n:Balkanization
exprés	n:express|adj:express
ineludiblemente	adv:unavoidably
inmovilista	adj:stagnant
pesaje	n:weighing
plantel	n:schoolhouse
propugnar	v:to fight for
maloliente	adj:smelly
modularidad	n:modularity
musicalidad	n:musicality
obscenamente	adv:obscenely
obseso	adj:obsessed
ordenamiento	n:legislation
psicosocial	adj:psychosocial
reacomodo	n:refitting
readaptación	n:readaptation
reciprocidad	n:reciprocity
reforestación	n:reforestation
forestación	n:forestation
reinvención	n:reinvention
reurbanización	n:reurbanization
sorpresivamente	adv:surprisingly
subprefecto	n:subprefect
subsede	n:secondary venue
teleológico	adj:teleological
tempranero	n:early riser|adj:early
paridera	n:birth
cubrición	n:covering
victimismo	n:victimism
botellín	n:flask
calero	n:limekiln|adj:lime
cañizares	n:a surname
majadería	n:malarkey
paisajístico	adj:landscape
preámbulo	n:preamble
valedor	n:protector
detallito	n:small or minor detail
escrituración	n:registration of a deed
comilla	n:quotation mark
bocinazo	n:honk
compresor	n:compressor|adj:compressor
condenatorio	adj:condemnatory
consabido	adj:well-known
contraloría	n:accounting
demonizar	v:to demonize
desproporcionadamente	adv:disproportionally
fortín	n:bunker
inconforme	n:nonconformist|adj:rebellious
mejorable	adj:improvable
postulación	n:nomination
proselitista	n:proselytizer|adj:proselytizing
proyectista	n:designer
vaciamiento	n:emptiness
vírico	adj:viral
cotizante	n:contributor
marcaje	n:marking
mañanero	n:early riser|adj:early rising
metadatos	n:metadata
coetáneo	adj:coeval
recesivo	adj:recessionary
apuñalamiento	n:stabbing
autoinmune	adj:autoimmune
balconada	n:row of balconies
bucodental	adj:oral
calurosamente	adv:warmly
chaquetita	n:small jacket
divisivo	adj:divisive
dosier	n:dossier
edificable	adj:available for building
enchufable	adj:plug-in
ensimismamiento	n:self-absorption
extrapolable	adj:extrapolatable
frentista	adj:confrontational
cachetazo	n:slap
corderito	n:small lamb
dolarización	n:dollarization
impertérrito	adj:impassive
inadvertido	adj:unnoticed
institucionalizar	v:to institutionalize
nutricionista	n:nutritionist
pacificador	n:peacemaker|adj:pacifying
sudoración	n:sweating
unificador	adj:unifying
exhaustivamente	adv:exhaustively
estrangulamiento	n:strangulation
hipertenso	adj:hypertensive
mucosidad	n:mucosity
impresionantemente	adv:strikingly
autogestión	n:self-management
conurbano	n:city area
gorrita	n:baseball cap
interoceánico	adj:interoceanic
netamente	adv:solely
peñón	n:crag
precondición	n:precondition
ramaje	n:foliage
encinas	n:a surname
tiramisú	n:tiramisu
alúmina	n:alumina
tauro	n:Taurus
anglo-católico	n:Anglo-Catholic
aniquilador	n:annihilator|adj:annihilating
anticapitalismo	n:anticapitalism
antitanque	adj:antitank
antidemocracia	adj:antidemocracy
antiespasmódico	n:antispasmodic|adj:antispasmodic
antigripal	n:antiflu|adj:antiflu
antigás	adj:antigas
antimicrobiano	adj:antimicrobial
antinacionalista	n:antinationalist|adj:antinationalist
antipatriota	adj:antipatriotic
antipatriótico	adj:antipatriotic
antipsicótico	n:antipsychotic|adj:antipsychotic
antirracismo	n:antiracism
antirracista	n:antiracist|adj:antiracist
antirreligioso	adj:antireligious
antituberculoso	adj:antituberculous
aerostático	adj:aerostatic
estrechamiento	n:narrowing
excarcelación	n:release
hamburguesería	n:burger bar
inmolación	n:immolation
interamericano	adj:Interamerican
monolítico	adj:monolithic
visibilizar	v:to make visible
tirolesa	n:zipline
alfonsina	n:a female given name
apícola	adj:apicultural
bloqueador	n:blocker|adj:blocking
montesinos	n:a surname
catártico	adj:cathartic
comedido	adj:moderate
contramedida	n:countermeasure
contrapesar	v:to counterbalance
dilapidar	v:to squander
hermafroditismo	n:hermaphroditism
hipercolesterolemia	n:hypercholesterolemia
hipoglicemia	n:hypoglycemia
histriónico	adj:histrionic
magnificar	v:to extol
multiplataforma	adj:cross-platform
pelagra	n:pellagra
pesaroso	adj:regretful
suplicante	adj:supplicant
alargamiento	n:lengthening
contraindicación	n:contraindication
deslizamiento	n:slipping
espectrometría	n:spectrometry
estenosis	n:stenosis
extirpación	n:extirpation
hipersensibilidad	n:hyperesthesia
inmunodeficiencia	n:immunodeficiency
licopeno	n:lycopene
medular	adj:fundamental
precozmente	adv:prematurely
racionamiento	n:rationing
radiofrecuencia	n:radio frequency
reservorio	n:reservoir
rigurosamente	adv:rigorously
robótico	adj:robotic
selectivamente	adv:selectively
siniestrado	adj:injured
uretritis	n:urethritis
externalizar	v:to outsource
indebidamente	adv:unlawfully
inflamatorio	adj:inflammatory
irrelevancia	n:irrelevance
izquierdismo	n:leftism
modernizador	n:modernizer|adj:modernising
posmoderno	adj:postmodern
xenofóbico	adj:xenophobic
profesorado	n:teaching team
íleo	n:ileus
revalorización	n:revaluing
sabatino	adj:Saturday
secuenciación	n:sequencing
sensibilización	n:awareness
sexagenario	n:sexagenarian|adj:sexagenarian
simplismo	n:simplism
simplista	adj:simplistic
sustituible	adj:replaceable
clúster	n:cluster
depuradora	n:sewage works
desesperante	adj:infuriating
discordancia	n:discord
dislocación	n:dislocation
dominguero	n:Sunday driver|adj:Sunday
federalización	n:federalization
gestualidad	n:gestures
habilitación	n:enablement
hayedo	n:beechwood
inmunoterapia	n:immunotherapy
insoslayable	adj:unavoidable
incentivación	n:incentivizing
incineración	n:incineration
inmerecido	adj:unmerited
inmunización	n:immunization
intergubernamental	adj:intergovernmental
intersectorial	adj:intersector
impuntual	adj:unpunctual
improcedencia	n:inappropriateness
posdoctoral	adj:postdoctoral
artrosis	n:osteoarthritis
aterosclerosis	n:atherosclerosis
mensajería	n:messenger service
multijugador	adj:multiplayer
azafato	n:flight attendant
bastoncillo	n:cotton swab
bebible	adj:drinkable
desatención	n:inattention
ilustrador	n:illustrator
impartición	n:teaching
extrarradio	n:suburbs
lamparita	n:lightbulb
noroccidental	adj:northwestern
plazuela	n:small square
porquero	n:pig farmer
prohibitivo	adj:prohibitive
reforzamiento	n:reinforcement
representatividad	n:representativity
reutilización	n:reuse
sacralidad	n:sacredness
sobreprecio	n:increase in price
subtipo	n:subtype
bandola	n:bandola
tarambana	n:crackpot|adj:crackpot
ultraderechista	n:extreme right-winger|adj:far-right
unifamiliar	adj:single-family
violonchelista	n:cellist
carnaza	n:scrap of food
chirigota	n:joke
clasicismo	n:classicism
compartición	n:sharing
desternillante	adj:side-splitting
ecuanimidad	n:calmness
escollera	n:breakwater
estatizar	v:to nationalise
premeditación	n:premeditation
cosaco	n:Cossack|adj:Cossack
feminidad	n:feminity
imperecedero	adj:long-lasting
incongruencia	n:incongruence
interiorismo	n:interior design
latinidad	n:Latino-ness
matritense	n:Madrilenian|adj:Madrilenian
meridianamente	adv:clearly
negritud	n:negritude
prejuzgar	v:to prejudge
procesionaria	n:processionary
redistribución	n:redistribution
secesionismo	n:secessionism
sobrasada	n:sobrassada
viveza	n:liveliness
borbónico	n:Bourbon|adj:Bourbon
canonización	n:canonization
carnavalesco	adj:carnival
condescendencia	n:complaisance
descoordinación	n:lack of coordination
disoluto	n:dissolute person|adj:dissolute
enaltecimiento	n:praise
estilismo	n:stylism
indefensión	n:lack of defence
intercambiable	adj:interchangeable
intrahistoria	n:personal history
masterización	n:mastering
milimétricamente	adv:minutely
minuciosidad	n:precision
modorra	n:fatigue
periodicidad	n:regularity
pañol	n:store
contramaestre	n:boatswain
presidencialista	adj:presidential
religiosidad	n:religiousness
renegociación	n:renegotiation
triunfalista	adj:triumphalist
inenarrable	adj:unspeakable
apalaches	n:Appalachians
ardenas	n:Ardennes (forest
hélade	n:Hellas
señorío	n:feudal estate
ventralmente	adv:ventrally
amón	n:Amun
barrial	n:bog|adj:neighborhood
carrascal	n:chaparral
compañerismo	n:companionship
divulgador	adj:informational
encefalitis	n:encephalitis
patinazo	n:skid
politización	n:politicization (US)
apendicular	adj:appendiceal
panaca	n:panaka
algodonal	n:cotton plantation
sagunto	n:Sagunto
grax	?:informal form of gracias
argumentativo	adj:argumentative
momio	n:bargain|adj:lean
derechista	n:right-winger|adj:right-wing
posca	n:posca
venturoso	adj:fortunate
antiinflamatorio	n:anti-inflammatory|adj:anti-inflammatory
engrosamiento	n:thickening
epidemiólogo	n:epidemiologist
medianera	n:party wall
gominola	n:any gummy candy
letalidad	n:lethality
utrera	n:a town in southern Spain
clarín	n:bugle
cremación	n:cremation
exoneración	n:exoneration
hipócritamente	adv:hypocritically
lingüísticamente	adv:linguistically
promocional	adj:promotional
punible	adj:punishable
salafismo	n:Salafism
salafista	n:Salafist
barlovento	n:windward side
naviero	n:ship operator|adj:shipping
guardador	n:keeper|adj:keeping
cardiopatía	n:heart disease
estridencia	n:stridency
recogimiento	n:withdrawal
tersura	n:smoothness
vaporización	n:vaporization
usucapión	n:usucaption
lampazo	n:burdock
pizarro	n:a surname
insolidario	adj:lacking solidarity
atrezzo	n:props
vocho	n:Volkswagen Beetle
brusquedad	n:brusqueness
calumnioso	adj:slanderous
circularmente	adv:circularly
compenetración	n:getting along
desaforadamente	adv:outrageously
empatizar	v:to empathize
enajenación	n:alienation
envolvimiento	n:wrapping
extenuación	n:extenuation
fogonazo	n:blaze
exjuez	n:former judge
interconectar	v:to interconnect
intrepidez	n:intrepidity
materialidad	n:materiality
neorrealismo	n:neorealism
perpetuación	n:perpetuation
quinqui	n:crook
reborde	n:edge
reincorporación	n:reincorporation
reindustrialización	n:reindustrialization
relativizar	v:to play down
rematadamente	adv:utterly
resiliencia	n:resilience
reubicación	n:relocation
robustez	n:robustness
serendipia	n:serendipity
salvajismo	n:savagery
segregacionista	n:segregationist
segmentación	n:segmentation
senderista	n:rambler
subempleo	n:underemployment
trivialidad	n:triviality
posteo	n:post
agudización	n:worsening
articulista	n:columnist
atomización	n:atomization
catedralicio	adj:cathedral
cristalera	n:display case
desafecto	n:disaffection|adj:disaffected
deslegitimación	n:delegitimization
ejemplarmente	adv:outstandingly
estamento	n:social class
utillaje	n:tools
traumatólogo	n:traumatologist
taxativamente	adv:emphatically
refundación	n:reorganizing
apropiar	v:to give
banderita	n:small flag
catalanidad	n:Catalanness
indepe	n:independentist
articulador	n:articulator|adj:articulative
troncal	adj:core
sistematización	n:systematization
revoltoso	adj:rebellious
extrapolación	n:extrapolation
electroencefalograma	n:electroencephalogram
prematrimonial	adj:premarital
descrédito	n:discredit
desencadenante	n:trigger|adj:triggering
cognición	n:cognition
unívoco	adj:univocal
actoral	adj:thespian
candombe	n:candombe
cromatografía	n:chromatography
botana	n:appetizer
regleta	n:circuit board
reduccionista	adj:reductionist
postergación	n:postponement
obstinadamente	adv:obstinately
reordenación	n:redesign
reinterpretar	v:to reinterpret
protuberancia	n:protuberance
mentolado	adj:mentholated
arquidiocesano	adj:archdiocesan
grotescamente	adv:grotesquely
juliano	adj:Julian
lodoso	adj:muddy
opérculo	n:operculum
rr	?:erre
techumbre	n:roof structure
socialización	n:socialization
sambenito	n:stigma
rutinariamente	adv:routinely
prevalencia	n:prevalence
prestigiado	adj:prestigious
pomposidad	n:pomposity
parasitar	v:to parasitize
estigmatización	n:stigmatization
desinteresadamente	adv:disinterestedly
cuantitativamente	adv:quantitatively
bofe	n:lung
ventajista	adj:opportunistic
nivelación	n:levelling
teleco	n:telco
subcampeonato	n:runner-up
beatificación	n:beatification
caballerosidad	n:chivalry
compilación	n:compilation
conspirativo	adj:conspiratorial
descongestionar	v:to decongest
fugacidad	n:fugacity
horrorosamente	adv:horrifyingly
institucionalmente	adv:institutionally
efectismo	n:sensationalism
encarecidamente	adv:insistently
exhaustividad	n:exhaustiveness
homologable	adj:equivalent
inoperancia	n:uselessness
discrecionalidad	n:discretion
envolvente	adj:surrounding
esterilidad	n:sterility
expresividad	n:expressivity
frugalidad	n:frugality
idealización	n:idealization
imponible	adj:taxable
interposición	n:interjection
lumbalgia	n:lumbago
machaconamente	adv:insistently
mendicidad	n:begging
propagador	n:propagator
vicerrector	n:vice-rector
sustentador	n:breadwinner
arqui	n:architect
acompasado	adj:rhythmic
intransferible	adj:nontransferable
moralina	n:sanctimony
rifirrafe	n:altercation
banderín	n:banner
cerrazón	n:stubbornness
coexistencia	n:coexistence
conmiseración	n:commiseration
convaleciente	n:convalescent|adj:convalescent
oponible	adj:opposable
oferente	n:provider
lenguaraz	adj:talkative
irrebatible	adj:irrefutable
incalificable	adj:unspeakable
imbecilidad	n:stupidity
imbatibilidad	n:unbeatability
histocompatibilidad	n:histocompatibility
finiquitar	v:to close
burocratización	n:bureaucratization
caciquil	adj:chieftain
desmemoria	n:forgetfulness
encriptación	n:encryption
epicúreo	n:epicurean|adj:epicurean
fidelización	n:loyalty
gubernativo	adj:governmental
hombretón	n:a large or muscular man
impronunciable	adj:unpronounceable
laboralmente	adv:occupationally
literariamente	adv:in a literary manner
subyugar	v:to captivate
vertebrar	v:to support
especiado	adj:spiced
exploratorio	adj:exploratory
estatización	n:nationalization
condecoración	n:decoration
contrariedad	n:opposition
descodificar	v:to decode
irrealizable	adj:unrealizable
perversidad	n:perversity
ambientación	n:setting
anidamiento	n:nesting
argumentario	n:sales pitch
deportividad	n:sportsmanship
desactivación	n:deactivation
desorientación	n:disorientation
embriagante	n:intoxicant|adj:intoxicating
frontispicio	n:frontispiece
pasivamente	adv:passively
trasunto	n:copy
tergiversación	n:misrepresentation
talidomida	n:thalidomide
sindicalismo	n:syndicalism
reclasificación	n:reclassification
peticionario	n:petitioner
interceptación	n:interception
griterío	n:clamor
intelectualidad	n:intellectuality
fotónica	n:photonics
excursionista	n:tourist
afanosamente	adv:diligently
antidepresivo	n:antidepressant|adj:antidepressant
apasionamiento	n:enthusiasm
banalización	n:trivialization
centelleante	adj:sparkling
desmontable	adj:demountable
fabril	adj:manufacturing
innegociable	adj:non-negotiable
prevenible	adj:preventable
querible	adj:likeable
sumersión	n:submersion
supremacismo	n:supremacism
amiguete	n:friend
bioetanol	n:bioethanol
hispanista	n:Hispanist
zapatismo	n:Zapatismo
enquistado	adj:engrained
estandarizado	adj:standardized
derredor	n:surroundings
desconocedor	adj:unknowing
desfiguración	n:disfigurement
desvanecimiento	n:disappearance
hormiguita	n:small ant
accionamiento	n:operation
arribismo	n:careerism
carboncillo	n:charcoal
compostaje	n:composting
desfibrilación	n:defibrillation
detenimiento	n:thoroughness
estatismo	n:statism
hornacina	n:recess
inaplazable	adj:urgent
horcajadas	n:only used in a horcajadas
cárdenas	n:a surname
variabilidad	n:variability
solidariamente	adv:jointly
reagrupación	n:reunification
placaje	n:tackle
ornitológico	adj:ornithological
morbilidad	n:morbidity
monitorización	n:monitoring
mequetrefe	n:bum
marginalidad	n:marginalization
dulzón	adj:sickly sweet
paquetito	n:small packet
quejica	n:moaner|adj:moany
reintroducir	v:to bring back in
reminiscencia	n:reminiscence
rupturista	adj:groundbreaking
sobrecogimiento	n:fright
sobrecoste	n:extra charge
soterramiento	n:burial
tozudez	n:stubbornness
uralita	n:fibre cement
vicecanciller	n:vice-chancellor
casticismo	n:casteism
estropicio	n:smashing
figuración	n:imagination
hotelito	n:small hotel
imbatido	adj:unbeaten
armónicamente	adv:harmoniously
conductual	adj:behavioral
desproporción	n:disproportion
aznar	n:a surname
fabulación	n:invention
irracionalidad	n:irrationality
góspel	n:gospel music|adj:Relating to gospel music
emprendedurismo	n:entrepreneurship
favorecedor	adj:flattering
indemostrable	adj:Not demonstrable
intervencionista	n:interventionist|adj:interventionist
retratista	n:portrait painter
reformador	n:reformer|adj:reforming
programable	adj:programmable
carcasa	n:carcass
desgravar	v:to claim back tax
grandiosidad	n:grandiosity
interinidad	n:temporariness
introductorio	adj:introductory
jarocho	adj:of
lenidad	n:lenience
oprobioso	adj:opprobrious
premeditadamente	adv:purposely
probadamente	adv:provably
reversión	n:reversion
sumisamente	adv:submissively
clasismo	n:classism
esencialista	n:essentialist|adj:essentialist
fortachón	adj:strong
inherentemente	adv:inherently
literalidad	n:literalness
mesianismo	n:messianism
metatarsiano	adj:metatarsal
patriotero	adj:jingoistic
reconfiguración	n:reconfiguration
reescritura	n:rewrite
transnacional	n:multinational|adj:international
vascularización	n:vascularization
fruición	n:delight
llorica	n:crybaby|adj:whining
oficiosamente	adv:unofficially
muyahidín	n:mujahid
ochentero	n:someone born in the 1980s|adj:1980s
ochentera	n:someone born in the 1980s
noventero	n:someone born in the 1990s|adj:1990s
oftalmológico	adj:ophthalmological
subprocurador	n:deputy attorney general
tratadista	n:treatise writer
bocata	n:submarine sandwich
disquera	n:record label
entorchado	n:gold braid
globalizador	adj:globalising
tarotista	n:tarot reader
autónomamente	adv:autonomously
cenador	n:pergola
desmembramiento	n:dismemberment
desmesuradamente	adv:inordinately
dinamizador	adj:revitalizing
morfosintaxis	n:morphosyntax
prepotencia	n:arrogance
apechugar	v:to put up with
fraga	n:a surname
farlopa	n:blow
quiosquero	n:Seller at a newsstand
monago	n:altar boy
majete	adj:cool
neuroimagen	n:neuroimage
puntazo	n:light hit with the horn
remezcla	n:remix
remezclar	v:to remix
bistró	n:bistro
huaca	n:a relic in Inca culture
inflacionario	adj:inflationary
desalinización	n:desalinization
polvareda	n:fuss
regeneracionista	n:regenerationist
subdesarrollado	adj:underdeveloped
bótox	n:botox
canalización	n:channeling
concientizar	v:to become aware
estructuralmente	adv:structurally
facilitación	n:facilitation
homogeneización	n:homogenization
insonorización	n:soundproofing
mediapunta	n:false number nine
papanatas	n:gullible person
relajadamente	adv:relaxedly
snif	?:boo hoo
tricampeonato	n:third-time championship
valencianismo	n:Pro-Valencia feelings
barbosa	n:a surname
cardoso	n:a surname from Portuguese
mendes	n:a surname
alvarenga	n:a surname
apaciblemente	adv:gently
aspersión	n:spraying
gonzaga	n:a surname from Italian
astorga	n:Astorga
camargo	n:a surname
satanizar	v:to demonize
rinitis	n:rhinitis
penalidad	n:hardship
desclasificación	n:declassification
hormigonera	n:cement mixer
observacional	adj:observational
torrencialmente	adv:torrentially
torpemente	adv:clumsily
reaparición	n:reappearance
perimetral	adj:perimeter
militarización	n:militarization
instrumentación	n:instrumentation
fulminantemente	adv:surprisingly
ególatra	n:narcissist|adj:narcissistic
diseminación	n:dissemination
apoteósico	adj:jubilant
currante	n:worker|adj:hard-working
burofax	n:a type of registered fax
desgana	n:reluctance
despavorido	adj:terrified
incandescencia	n:incandescence
inconsistencia	n:inconsistency
loseta	n:tile
norvietnamita	n:North Vietnamese|adj:North Vietnamese
portillo	n:gate
recambio	n:spare
redistributivo	adj:redistributive
subcontratación	n:subcontracting
subdesarrollo	n:underdevelopment
taconazo	n:heel
trampantojo	n:trick
patetismo	n:poignancy
muralista	n:muralist
monumentalidad	n:monumentality
linealidad	n:linearity
retribuir	v:to reward
indefectiblemente	adv:inevitably
insustituible	adj:irreplaceable
musiquilla	n:tune
numantino	adj:heroic
reformismo	n:reformism
subsistema	n:subsystem
birria	n:garbage
chubasquero	n:a waterproof raincoat
conceptualización	n:conceptualization
confesional	adj:confessional
consanguinidad	n:consanguinity
descodificador	n:decoder|adj:decoding
emotividad	n:emotionality
espectacularidad	n:spectacularness
excepcionalismo	n:exceptionalism
prestatario	n:borrower|adj:borrowing
denada	?:informal form of de nada
clientelar	adj:clientele
obsesivamente	adv:obsessively
auspicioso	adj:auspicious
cuatrienio	n:quadrennium
despolitización	n:depoliticization
interviniente	n:participant
irremisiblemente	adv:irremissibly
licuación	n:liquefaction
modelización	n:modelling
polaridad	n:polarity
esteva	n:stilt
ampuloso	adj:bombastic
cloroquina	n:chloroquine
tarificación	n:pricing
salinización	n:salinization
proactivo	adj:proactive
potasa	n:potash
positividad	n:positivity
plateresco	adj:plateresque
mitigación	n:mitigation
inelegible	adj:ineligible
detallismo	n:attention to detail
corresponsabilidad	n:co-responsibility
canalón	n:gutter
gaspar	n:a male given name
agroalimentario	adj:food and agriculture
antidisturbios	n:riot police|adj:anti-riot
antigubernamental	adj:antigovernmental
avenencia	n:agreement
castellanización	n:Hispanicization
contrarrevolución	n:counterrevolution
cortito	adj:dim-witted
escalonadamente	adv:step by step
fedatario	n:notary
gamberrismo	n:hooliganism
habitualidad	n:regularity
majuelo	n:common hawthorn
minifundio	n:smallholding
municipalista	n:municipalist|adj:municipalist
paisajista	n:landscaper
conjuntar	v:to join
matamoros	n:a surname
anecdotario	n:ana
cimentación	n:foundation
compartimentación	n:compartmentalization
denodadamente	adv:bravely
desamortización	n:seizure
descompresión	n:decompression
desvalorización	n:devaluation
empoderamiento	n:empowerment
cochazo	n:a large or expensive car
confabulación	n:collusion
desarticulación	n:dismantling
despiadadamente	adv:relentlessly
emparejamiento	n:pairing
pendrive	n:flash drive
valorización	n:valorization
transversalmente	adv:transversely
supletorio	adj:temporary
pintalabios	n:lipstick
obstaculización	n:obstruction
inviolabilidad	n:inviolability
insolidaridad	n:non-solidarity
implacablemente	adv:implacably
disonante	adj:dissonant
corporalidad	n:corporeality
asquerosidad	n:filthiness
agilización	n:streamlining
acondicionamiento	n:conditioning
ramalazo	n:a pull on the halter
otorrino	n:otorhinolaryngologist
sardana	n:sardana
vanguardismo	n:vanguardism
reencarnar	v:to reincarnate
predictivo	adj:predictive
santero	n:practitioner of santería|adj:saint
santera	n:santera
subnacional	adj:subnational
parasitismo	n:parasitism
inobjetable	adj:indisputable
improductivo	adj:unproductive
vellocino	n:fleece
abstenga	v:only used in me abstenga
refundición	n:reworking
keynesianismo	n:Keynesianism
intencionadamente	adv:intentionally
improbabilidad	n:improbability
filibusterismo	n:filibustering
emanación	n:emanation
desorganización	n:disorganization
